date;radiation;production
22/07/2018;191,4;3.070
23/07/2018;109,4;472
24/07/2018;299,6;4.935
25/07/2018;325,5;4.938
26/07/2018;218,4;2.638
27/07/2018;258,6;4.420
28/07/2018;290,9;4.657
29/07/2018;291,6;4.523
30/07/2018;249,8;4.350
31/07/2018;284,3;4.765
01/08/2018;291,2;4.526
02/08/2018;229,9;3.708
03/08/2018;277,3;4.638
04/08/2018;278,2;4.722
05/08/2018;274,7;4.581
06/08/2018;289;4.676
07/08/2018;279,4;4.606
08/08/2018;277,7;4.625
09/08/2018;305,8;4.633
10/08/2018;247,5;4.321
11/08/2018;190,5;3.400
12/08/2018;277,2;4.717
13/08/2018;285,3;5.028
14/08/2018;121,2;1.956
15/08/2018;212,8;3.782
16/08/2018;296,2;5.174
17/08/2018;279,6;4.906
18/08/2018;278,6;4.898
19/08/2018;227,5;4.208
20/08/2018;277,3;4.768
21/08/2018;261,2;4.754
22/08/2018;254,1;4.675
23/08/2018;236,3;4.476
24/08/2018;217,8;2.988
25/08/2018;33,9;513
26/08/2018;48,6;755
27/08/2018;264,1;5.216
28/08/2018;264,9;4.879
29/08/2018;255,8;4.692
30/08/2018;242,4;4.462
31/08/2018;75,7;1.244
01/09/2018;44,4;678
02/09/2018;94,6;2.227
03/09/2018;106,6;1.267
04/09/2018;187,1;3.222
05/09/2018;205,3;4.017
06/09/2018;184,8;3.622
07/09/2018;214;3.919
08/09/2018;217,2;4.253
09/09/2018;222,6;4.186
10/09/2018;214,8;4.134
11/09/2018;223,7;4.234
12/09/2018;227,2;4.428
13/09/2018;172,4;3.420
14/09/2018;167;3.250
15/09/2018;133,2;2.455
16/09/2018;209,4;3.997
17/09/2018;189,4;3.714
18/09/2018;192,8;3.761
19/09/2018;197,2;3.833
20/09/2018;195,1;4.078
21/09/2018;188,6;3.739
22/09/2018;22,1;335
23/09/2018;43,3;676
24/09/2018;164,8;3.630
25/09/2018;154,6;3.116
26/09/2018;218,4;4.844
27/09/2018;210;4.499
28/09/2018;205,3;4.465
29/09/2018;153,6;3.276
30/09/2018;203,3;4.604
01/10/2018;106,9;2.048
02/10/2018;92,1;2.032
03/10/2018;165,8;3.382
04/10/2018;182,6;3.956
05/10/2018;169,9;3.638
06/10/2018;93,1;1.938
07/10/2018;50;1.544
08/10/2018;13,5;1.966
09/10/2018;109,9;2.028
10/10/2018;126,7;2.633
11/10/2018;150;3.278
12/10/2018;128;2.730
13/10/2018;131,8;2.871
14/10/2018;131;2.831
15/10/2018;35,1;549
16/10/2018;70,1;1.189
17/10/2018;85,5;1.855
18/10/2018;98,3;1.730
19/10/2018;113,1;2.153
20/10/2018;108,7;2.304
21/10/2018;46,9;974
22/10/2018;112,2;2.614
23/10/2018;132,4;3.030
24/10/2018;146,7;3.494
25/10/2018;119,4;2.654
26/10/2018;33;745
27/10/2018;45,5;762
28/10/2018;30,7;388
29/10/2018;25,9;451
30/10/2018;113;2.594
31/10/2018;73,2;1.603
01/11/2018;21,8;380
02/11/2018;21,4;356
03/11/2018;32,3;484
04/11/2018;44,2;726
05/11/2018;21,5;536
06/11/2018;24;439
07/11/2018;38;797
08/11/2018;76,2;1.620
09/11/2018;36,1;607
10/11/2018;66,6;1.417
11/11/2018;40,3;1.004
12/11/2018;63,8;829
13/11/2018;50,1;782
14/11/2018;41,5;806
15/11/2018;53;1.009
16/11/2018;55,5;1.273
17/11/2018;97,5;2.773
18/11/2018;21,6;368
19/11/2018;18,9;260
20/11/2018;17,1;1
21/11/2018;19,7;260
22/11/2018;12,8;216
23/11/2018;26,8;418
24/11/2018;15,4;230
25/11/2018;11,5;188
26/11/2018;20,6;324
27/11/2018;15,1;304
28/11/2018;59,4;1.766
29/11/2018;79,4;2.398
30/11/2018;40;740
01/12/2018;52,8;1.210
02/12/2018;21,7;301
03/12/2018;37,5;637
04/12/2018;73,5;2.071
05/12/2018;26,4;440
06/12/2018;34,7;784
07/12/2018;47;893
08/12/2018;21,3;329
09/12/2018;43,6;924
10/12/2018;27;408
11/12/2018;80;1.871
12/12/2018;50,8;912
13/12/2018;29,1;499
14/12/2018;21,1;275
15/12/2018;66,6;1.649
16/12/2018;58,6;1.478
17/12/2018;43,1;856
18/12/2018;24,5;396
19/12/2018;23,2;379
20/12/2018;16,8;245
21/12/2018;19,4;279
22/12/2018;13;97
23/12/2018;52,4;1.250
24/12/2018;32,1;584
25/12/2018;42,5;834
26/12/2018;37,5;920
27/12/2018;76,7;1.836
28/12/2018;30,3;524
29/12/2018;67,3;1.438
30/12/2018;43,1;851
31/12/2018;47,2;944
01/01/2019;67,6;1.781
02/01/2019;79,5;1.921
03/01/2019;70,6;1.786
04/01/2019;63;2.065
05/01/2019;31;422
06/01/2019;115,2;2.112
07/01/2019;28,1;426
08/01/2019;15,4;239
09/01/2019;44,6;925
10/01/2019;57,9;1.095
11/01/2019;58,4;1.926
12/01/2019;54;1.334
13/01/2019;74;1.961
14/01/2019;75,6;2.145
15/01/2019;90,9;2.605
16/01/2019;58,8;1.166
17/01/2019;17,5;221
18/01/2019;12,4;2
19/01/2019;34,1;40
20/01/2019;81,6;446
21/01/2019;20,7;168
22/01/2019;47,7;641
23/01/2019;18,5;66
24/01/2019;39,4;77
25/01/2019;72,2;720
26/01/2019;70,1;1.711
27/01/2019;55;75.6
28/01/2019;26,6;450
29/01/2019;78,1;1.925
30/01/2019;54,9;1.498
31/01/2019;38,3;750
01/02/2019;11,2;292
02/02/2019;12,5;148
03/02/2019;68,5;1.344
04/02/2019;100,3;2.507
05/02/2019;41,8;648
06/02/2019;128,6;3.089
07/02/2019;97,4;2.264
08/02/2019;89,4;2.034
09/02/2019;116;2.724
10/02/2019;14;210
11/02/2019;49,7;814
12/02/2019;125,1;3.430
13/02/2019;133,3;3.595
14/02/2019;120,8;3.058
15/02/2019;134,8;3.553
16/02/2019;135,1;3.344
17/02/2019;149,3;3.802
18/02/2019;147,5;3.781
19/02/2019;141,5;3.527
20/02/2019;130;3.048
21/02/2019;134,5;3.187
22/02/2019;116,2;2.003
23/02/2019;169,5;4.444
24/02/2019;143,9;3.242
25/02/2019;133,5;2.963
26/02/2019;128,6;2.734
27/02/2019;169,1;4.129
28/02/2019;174,1;4.176
01/03/2019;105,3;2.324
02/03/2019;116,5;2.316
03/03/2019;170,8;3.932
04/03/2019;131;2.629
05/03/2019;143;2.929
06/03/2019;133,6;3.098
07/03/2019;77,9;1.406
08/03/2019;188,3;3.901
09/03/2019;167,1;3.521
10/03/2019;31,9;452
11/03/2019;23,9;330
12/03/2019;197;4.248
13/03/2019;84,7;1.666
14/03/2019;172,1;3.469
15/03/2019;171,4;3.549
16/03/2019;129,9;2.370
17/03/2019;52,3;1.014
18/03/2019;25,8;407
19/03/2019;90,3;1.578
20/03/2019;213,9;4.720
21/03/2019;227;4.843
22/03/2019;227,3;4.801
23/03/2019;230;4.766
24/03/2019;232,4;4.727
25/03/2019;107,5;1.844
26/03/2019;231,7;5.044
27/03/2019;102,9;1.872
28/03/2019;209,3;3.732
29/03/2019;185,9;3.323
30/03/2019;316,3;4.940
31/03/2019;261,9;4.922
31/03/2019;261,9;4.777
01/04/2019;241,8;4.777
02/04/2019;207,6;4.020
03/04/2019;151,6;2.766
04/04/2019;85,8;1.512
05/04/2019;41,4;702
06/04/2019;70,3;1.263
07/04/2019;126,1;2.119
08/04/2019;99,1;1.816
09/04/2019;57,4;841
10/04/2019;68,5;1.267
11/04/2019;42,5;692
12/04/2019;44,7;709
13/04/2019;118,5;2.196
14/04/2019;64,7;1.283
15/04/2019;243,4;4.478
16/04/2019;281,5;5.174
17/04/2019;281,1;4.997
18/04/2019;265,2;4.388
19/04/2019;284,6;5.191
20/04/2019;296;5.270
21/04/2019;299,9;5.306
22/04/2019;294,6;5.419
23/04/2019;25,9;437
24/04/2019;175,1;3.102
25/04/2019;285,8;5.354
26/04/2019;210,2;3.739
27/04/2019;242,8;4.013
28/04/2019;64,9;1.278
29/04/2019;111,7;2.017
30/04/2019;169,1;3.007
01/05/2019;307,3;5.448
02/05/2019;303,9;5.640
03/05/2019;62,8;1.026
04/05/2019;88,9;1.580
05/05/2019;53,1;994
06/05/2019;166,8;2.947
07/05/2019;295;5.046
08/05/2019;191,4;3.277
09/05/2019;93,8;1.402
10/05/2019;290,2;4.916
11/05/2019;216;3.491
12/05/2019;31,7;552
13/05/2019;45;718
14/05/2019;59;1.096
15/05/2019;74,5;1.442
16/05/2019;162,1;2.758
17/05/2019;252,7;4.238
18/05/2019;89;1.741
19/05/2019;168,7;3.126
20/05/2019;164,9;2996
21/05/2019;99,9;1772
22/05/2019;193,7;3.102
23/05/2019;268,8;4418
24/05/2019;336,9;5500
25/05/2019;235,6;3862
26/05/2019;194,9;3442
27/05/2019;56,7;1003
28/05/2019;133,2;2239
29/05/2019;84,9;1.500
30/05/2019;145,2;2588
31/05/2019;239,5;3751
01/06/2019;289,1;4425
02/06/2019;291,6;4725.6
03/06/2019;310,2;4.903
04/06/2019;308,9;4.840
05/06/2019;327,2;5.267
06/06/2019;290,7;4.658
07/06/2019;360,8;5.279
08/06/2019;341,5;5.156
09/06/2019;340,2;5.200
10/06/2019;294,3;4.600
11/06/2019;170,6;2.626
12/06/2019;300,1;4.517
13/06/2019;346,9;5.298
14/06/2019;347,4;5.214
15/06/2019;225;3.481
16/06/2019;310;4.656
17/06/2019;253,9;4.510
18/06/2019;253,6;4.892
19/06/2019;201,8;3.350
20/06/2019;289,7;4.363
21/06/2019;268,9;4.259
22/06/2019;127,8;2.018
23/06/2019;181;2.854
24/06/2019;295,5;4.775
25/06/2019;310,3;4.649
26/06/2019;347,5;5.226
27/06/2019;328,7;4.840
28/06/2019;349,1;5.398
29/06/2019;355,6;5.429
30/06/2019;353,5;5.303
01/07/2019;351,5;5.248
02/07/2019;285,1;4.360
03/07/2019;283,2;4.474
04/07/2019;189,7;3.004
05/07/2019;310,3;4.977
06/07/2019;310,1;4.932
07/07/2019;206,9;3.116
08/07/2019;191,5;3.190
09/07/2019;117,1;1.897
10/07/2019;274;4.680
11/07/2019;287,4;4.802
12/07/2019;243,1;3.936
13/07/2019;248,5;4.252
14/07/2019;292,4;4.636
15/07/2019;276,6;4.950
16/07/2019;322,3;5.029
17/07/2019;315,2;5.059
18/07/2019;228,4;3.762
19/07/2019;330;5.108
20/07/2019;326,6;5.190
21/07/2019;246,8;4.021
22/07/2019;288,4;4.684
23/07/2019;324,1;5.016
24/07/2019;304,6;4.283
25/07/2019;276,4;4.390
26/07/2019;319,2;5.034
27/07/2019;218,3;3.996
28/07/2019;52,7;908
29/07/2019;162,7;2.399
30/07/2019;247,8;4.157
31/07/2019;226,4;3.707
01/08/2019;306;4.830
02/08/2019;133,7;2.092
03/08/2019;232,2;3.894
04/08/2019;316,5;5.092
05/08/2019;252,9;4.830
06/08/2019;131,1;4.568
07/08/2019;131,8;4.298
08/08/2019;38,8;1.247
09/08/2019;141,4;4.597
10/08/2019;143,8;4.860
11/08/2019;106,9;3.589
12/08/2019;132,1;4.447
13/08/2019;87,1;1.705
14/08/2019;168,5;2.646
15/08/2019;294,1;4.975
16/08/2019;247,9;4.390
17/08/2019;263,9;4.585
18/08/2019;292;5.062
19/08/2019;279,5;4.842
20/08/2019;263,3;4.694
21/08/2019;116,7;2.008
22/08/2019;157,6;2.698
23/08/2019;84,9;1.356
24/08/2019;146,4;2.952
25/08/2019;221,5;3.930
26/08/2019;221,5;3.011
27/08/2019;181,9;4.318
28/08/2019;218,8;3.516
29/08/2019;184,8;3.328
30/08/2019;186,8;2.953
31/08/2019;171,6;4.264
01/09/2019;209,6;3.756
02/09/2019;131,8;2.186
03/09/2019;199,9;3.720
04/09/2019;268,6;4.928
05/09/2019;256,3;4.638
06/09/2019;27,6;425
07/09/2019;62,6;916
08/09/2019;26,9;476
09/09/2019;185,8;3.632
10/09/2019;197,8;3.814
11/09/2019;148,2;2.602
12/09/2019;216;3.976
13/09/2019;220,4;4.233
14/09/2019;184,3;3.390
15/09/2019;231,1;4.598
16/09/2019;199,5;3.853
17/09/2019;189,1;3.883
18/09/2019;34,8;588
19/09/2019;200,6;4.128
20/09/2019;224,3;4.793
21/09/2019;224,4;4.754
22/09/2019;109,2;1.993
23/09/2019;57,3;926
24/09/2019;158,4;2.708
25/09/2019;63,6;1.018
26/09/2019;196,8;3.792
27/09/2019;155,9;3.156
28/09/2019;53,5;991
29/09/2019;107,6;2.432
30/09/2019;135,4;3.048
01/10/2019;103,5;1.918
02/10/2019;69,5;1.267
03/10/2019;98,6;1.859
04/10/2019;161,7;3.545
05/10/2019;149,4;3.211
06/10/2019;137,9;3.140
07/10/2019;119,3;2.740
08/10/2019;173,6;4.103
09/10/2019;33,8;606
10/10/2019;51,9;40
11/10/2019;144,9;280
12/10/2019;160,8;3.636
13/10/2019;151,8;3.485
14/10/2019;149,7;3.342
15/10/2019;72,4;1.584
16/10/2019;158,4;3.790
17/10/2019;141,9;3.267
18/10/2019;71,6;1.444
19/10/2019;84,6;1.765
20/10/2019;44,9;974
21/10/2019;79;1.951
22/10/2019;133,8;3.146
23/10/2019;111,7;2.680
24/10/2019;112,1;2.555
25/10/2019;125;2.812
26/10/2019;122,1;2.878
27/10/2019;123;2.969
28/10/2019;76,3;1.504
29/10/2019;15,2;228
30/10/2019;26,8;377
31/10/2019;41,1;612
01/11/2019;53,2;1.274
02/11/2019;36,9;556
03/11/2019;66,9;1.168
04/11/2019;56,7;1.404
05/11/2019;34,3;428
06/11/2019;55,4;1.169
07/11/2019;54,4;1.822
08/11/2019;37,1;600
09/11/2019;51,4;1.093
10/11/2019;45,3;842
11/11/2019;36,6;653
12/11/2019;11,1;148
13/11/2019;11,8;161
14/11/2019;22,9;329
15/11/2019;14,4;241
16/11/2019;38,6;648
17/11/2019;50,1;907
18/11/2019;55,3;1.078
19/11/2019;45,7;737
20/11/2019;20;270
21/11/2019;34,5;671
22/11/2019;24,4;379
23/11/2019;15,5;256
24/11/2019;36,4;578
25/11/2019;17,8;212
26/11/2019;13,6;196
27/11/2019;11,3;164
28/11/2019;31,4;542
29/11/2019;33,8;590
30/11/2019;27,8;517
01/12/2019;25,6;398
02/12/2019;7,1;72
03/12/2019;77,2;2.234
04/12/2019;82,7;2.136
05/12/2019;49,3;1.168
06/12/2019;48;856
07/12/2019;74,3;1.816
08/12/2019;50,4;946
09/12/2019;17,8;271
10/12/2019;59;1.164
11/12/2019;94;2.210
12/12/2019;16,9;248
13/12/2019;13,1;0
14/12/2019;44,5;38
15/12/2019;21,9;56
16/12/2019;25,7;515
17/12/2019;44,1;660
18/12/2019;36,1;617
19/12/2019;18;282
20/12/2019;43,2;877
21/12/2019;6,4;65
22/12/2019;7,4;74
23/12/2019;38,4;643
24/12/2019;64;1.622
25/12/2019;68,9;1.364
26/12/2019;30,2;2.057
27/12/2019;28,1;508
28/12/2019;68,7;1.519
29/12/2019;91,6;2.104
30/12/2019;92,4;2.093
31/12/2019;60,9;1.548
01/01/2020;73,5;1.895
02/01/2020;42,7;686
03/01/2020;60,4;1.242
04/01/2020;60,7;1.091
05/01/2020;82,4;2.269
06/01/2020;93,5;2.179
07/01/2020;74,8;1.681
08/01/2020;88;2.101
09/01/2020;76,1;2.034
10/01/2020;83,3;2.262
11/01/2020;87;2.171
12/01/2020;81,1;2.252
13/01/2020;59,9;1.082
14/01/2020;72;2.024
15/01/2020;42,8;703
16/01/2020;73,4;1.948
17/01/2020;60,9;1.446
18/01/2020;12,1;143
19/01/2020;72,6;2.236
20/01/2020;45,1;793
21/01/2020;92;2.578
22/01/2020;102;2.642
23/01/2020;48,6;998
24/01/2020;72,2;1.522
25/01/2020;40,5;710
26/01/2020;29,6;12
27/01/2020;23,9;324
28/01/2020;25,4;395
29/01/2020;30,1;2.212
30/01/2020;83,7;1.907
31/01/2020;95,1;2.232
01/02/2020;19,9;311
02/02/2020;55,9;779
03/02/2020;33,4;277
04/02/2020;47,3;1.177
05/02/2020;109,7;2.164
06/02/2020;125,4;3.440
07/02/2020;122,2;3.160
08/02/2020;121,7;3.268
09/02/2020;109,9;2.842
10/02/2020;16,2;274
11/02/2020;105,9;2.090
12/02/2020;119,1;2.981
13/02/2020;124,5;2.989
14/02/2020;132,5;3.301
15/02/2020;116;2.908
16/02/2020;131;3.304
17/02/2020;28;409
18/02/2020;46,4;724
19/02/2020;81;2.338
20/02/2020;107,6;2.447
21/02/2020;151,6;3.755
22/02/2020;142,8;3.114
23/02/2020;88,5;1.978
24/02/2020;59,4;1.084
25/02/2020;16,8;262
26/02/2020;40,4;580
27/02/2020;138,7;2.663
28/02/2020;180,5;4.519
29/02/2020;122,9;2.242
01/03/2020;16,4;257
02/03/2020;90,9;2.056
03/03/2020;75,9;1.742
04/03/2020;75,5;1.411
05/03/2020;109,9;2.382
06/03/2020;49,2;846
07/03/2020;126,7;2.560
08/03/2020;197,4;4.554
09/03/2020;129,7;2.696
10/03/2020;120,3;2.446
11/03/2020;195,3;4.314
12/03/2020;200,1;4.406
13/03/2020;29,8;461
14/03/2020;145,2;3.134
15/03/2020;220,9;4.952
16/03/2020;220,8;4.789
17/03/2020;215,6;4.558
18/03/2020;206,3;4.238
19/03/2020;218,4;4.530
20/03/2020;220,1;4.531
21/03/2020;185;3.474
22/03/2020;186,6;3.820
23/03/2020;220,1;4.438
24/03/2020;121,1;2.840
25/03/2020;86;1.552
26/03/2020;20,7;169
27/03/2020;85;1.462
28/03/2020;220,4;4.465
29/03/2020;207,1;3.708
30/03/2020;39,9;868
31/03/2020;216;4.988
01/04/2020;269,3;5.422
02/04/2020;267;5.234
03/04/2020;237,8;4.532
04/04/2020;236,2;4.115
05/04/2020;268,5;5.212
06/04/2020;263,6;5.008
07/04/2020;281,3;5.261
08/04/2020;279,2;5.135
09/04/2020;278,1;4.987
10/04/2020;265,3;4.690
11/04/2020;256,9;4.438
12/04/2020;266,1;4.724
13/04/2020;242,3;4.456
14/04/2020;69,4;1.308
15/04/2020;284,6;5.201
16/04/2020;277,3;5.069
17/04/2020;289,3;5.128
18/04/2020;280,9;4.919
19/04/2020;272,5;4.765
20/04/2020;137,2;2.323
21/04/2020;229,5;4.038
22/04/2020;272,7;4.927
23/04/2020;300,3;5.266
24/04/2020;290,7;5.002
25/04/2020;281,6;4.979
26/04/2020;263,6;4.733
27/04/2020;258,3;4.415
28/04/2020;112,7;1.800
29/04/2020;99,4;1.686
30/04/2020;263,6;4.453
01/05/2020;222,2;3.917
02/05/2020;244,8;3.990
03/05/2020;282,8;4.634
04/05/2020;311,7;5.422
05/05/2020;85,9;1.456
06/05/2020;247,1;4.217
07/05/2020;334,9;5.479
08/05/2020;326,1;5.419
09/05/2020;316,3;5.230
10/05/2020;240,2;3.810
11/05/2020;86,8;1.436
12/05/2020;56,1;1.012
13/05/2020;175,7;2.923
14/05/2020;249,9;3.878
15/05/2020;99,2;1.678
16/05/2020;132,1;2.263
17/05/2020;191,2;3.292
18/05/2020;200,4;3.272
19/05/2020;51,7;806
20/05/2020;164,8;2.764
21/05/2020;338;5.257
22/05/2020;257,2;4.686
23/05/2020;223,3;3.598
24/05/2020;287,7;4.643
25/05/2020;229;2.976
26/05/2020;274,9;4.492
27/05/2020;304,2;4.831
28/05/2020;202,6;3.330
29/05/2020;260,1;4.369
30/05/2020;179;2.899
31/05/2020;218,5;3.514
01/06/2020;294,2;4.500
02/06/2020;309,5;4.374
03/06/2020;301,6;4.658
04/06/2020;159,8;2.874
05/06/2020;116,6;1.970
06/06/2020;259,9;3.892
07/06/2020;272,6;4.596
08/06/2020;44,5;686
09/06/2020;117,6;1.812
10/06/2020;199,2;3.070
11/06/2020;328,4;4.704
12/06/2020;370,1;5.677
13/06/2020;365,5;5.596
14/06/2020;297,3;4.529
15/06/2020;111,8;1.940
16/06/2020;226;3.326
17/06/2020;226,3;3.466
18/06/2020;346,7;5.450
19/06/2020;272,9;4.219
20/06/2020;213;3.851
21/06/2020;146,6;2.588
22/06/2020;383,4;5.304
23/06/2020;350,4;5.233
24/06/2020;334,5;5.171
25/06/2020;83,8;1.465
26/06/2020;260,9;4.121
27/06/2020;346,9;5.279
28/06/2020;323,5;4.796
29/06/2020;246,4;3.770
30/06/2020;223,4;3.406
01/07/2020;302,5;4.558
02/07/2020;249,4;3.732
03/07/2020;124,2;1.942
04/07/2020;311,9;4.712
05/07/2020;353;5.195
06/07/2020;340;4.919
07/07/2020;305;4.756
08/07/2020;354,7;5.368
09/07/2020;349,5;5.148
10/07/2020;342,9;4.985
11/07/2020;185;2.826
12/07/2020;282,3;4.524
13/07/2020;360,3;5.630
14/07/2020;302,9;4.832
15/07/2020;315,8;5.099
16/07/2020;268,5;4.282
17/07/2020;190,2;2.818
18/07/2020;224,3;3.492
19/07/2020;274,5;4.249
20/07/2020;337,9;5.075
21/07/2020;323,9;4.826
22/07/2020;271,1;4.310
23/07/2020;293,1;4.559
24/07/2020;126,8;2.017
25/07/2020;271,4;4.176
26/07/2020;262,1;4.286
27/07/2020;324;4.892
28/07/2020;320,6;4.919
29/07/2020;299;4.836
30/07/2020;259,7;4.337
31/07/2020;243,4;3.930
01/08/2020;293,6;4.716
02/08/2020;72,1;1.238
03/08/2020;94,6;1.505
04/08/2020;151,9;2.629
05/08/2020;133,7;1.957
06/08/2020;212,9;3.467
07/08/2020;286,4;4.850
08/08/2020;299,2;5.024
09/08/2020;295,5;4.776
10/08/2020;265,6;4.444
11/08/2020;178;2.881
12/08/2020;232,2;4.127
13/08/2020;262,9;4.469
14/08/2020;186,3;3.152
15/08/2020;208;3.923
16/08/2020;230,5;3.822
17/08/2020;222,6;3.745
18/08/2020;147,3;2.488
19/08/2020;233,4;4.114
20/08/2020;286,9;5.003
21/08/2020;282,9;4.921
22/08/2020;268,3;4.661
23/08/2020;113,7;1.982
24/08/2020;130,1;2.416
25/08/2020;279,3;5.129
26/08/2020;243,7;4.450
27/08/2020;261,6;4.847
28/08/2020;209;4.012
29/08/2020;145,5;2.939
30/08/2020;98,4;1.632
31/08/2020;52,1;869
01/09/2020;203;3.606
02/09/2020;193,9;3.620
03/09/2020;211,8;4.218
04/09/2020;241,9;4.481
05/09/2020;246,3;4.706
06/09/2020;178,4;3.652
07/09/2020;73,9;1.343
08/09/2020;227,3;4.339
09/09/2020;243,5;4.548
10/09/2020;217,4;4.142
11/09/2020;182,1;4.092
12/09/2020;228,3;4.392
13/09/2020;220,3;4.314
14/09/2020;209,5;4.079
15/09/2020;207,3;4.273
16/09/2020;170,1;3.167
17/09/2020;154,2;2.857
18/09/2020;156,1;3.259
19/09/2020;202,8;4.316
20/09/2020;199;4.304
21/09/2020;116;2.497
22/09/2020;90,1;1.470
23/09/2020;112,1;2.161
24/09/2020;160,5;3.403
25/09/2020;52,5;955
26/09/2020;117,1;2.498
27/09/2020;108,9;2.220
28/09/2020;51,8;737
29/09/2020;130,8;2.694
30/09/2020;172,6;3.983
01/10/2020;152,5;3.364
02/10/2020;93,5;1.703
03/10/2020;43,9;715
04/10/2020;123,8;2.552
05/10/2020;101,1;2.149
06/10/2020;138;2.480
07/10/2020;51,9;950
08/10/2020;130,2;2.914
09/10/2020;127,2;2.393
10/10/2020;108,9;2.177
11/10/2020;7,9;89
12/10/2020;68,2;1.134
13/10/2020;111,6;2.155
14/10/2020;150,8;3.884
15/10/2020;8,5;96
16/10/2020;85,7;1.473
17/10/2020;69,6;1.350
18/10/2020;124;2.715
19/10/2020;95,8;1.904
20/10/2020;97,9;2.286
21/10/2020;103,7;2.616
22/10/2020;128,3;3.327
23/10/2020;60,7;1.186
24/10/2020;35,8;454
25/10/2020;76,1;1.531
26/10/2020;52,1;959
27/10/2020;21,8;354
28/10/2020;120;2.482
29/10/2020;94,4;2.143
30/10/2020;95,8;2.341
31/10/2020;119,3;2.969
01/11/2020;79,1;1.448
02/11/2020;102;2.624
03/11/2020;115,5;3.090
04/11/2020;19,8;311
05/11/2020;39,4;654
06/11/2020;112,3;3.215
07/11/2020;86,5;1.852
08/11/2020;59,3;1.175
09/11/2020;28,7;427
10/11/2020;11,5;172
11/11/2020;14;193
12/11/2020;41,8;728
13/11/2020;63,7;1.408
14/11/2020;85,3;2.104
15/11/2020;49,1;758
16/11/2020;8,3;92
17/11/2020;88,7;2.111
18/11/2020;78,8;1.834
19/11/2020;16,5;203
20/11/2020;44,3;1.039
21/11/2020;98,6;2.940
22/11/2020;104,4;2.705
23/11/2020;78,4;2.045
24/11/2020;36;685
25/11/2020;56,9;1.148
26/11/2020;23;332
27/11/2020;36,6;440
28/11/2020;19,6;270
29/11/2020;27;478
30/11/2020;71,5;1.565
01/12/2020;14,9;227
02/12/2020;7,6;16
03/12/2020;25,2;0
04/12/2020;28,5;0
05/12/2020;33;35
06/12/2020;10,1;72
07/12/2020;34,3;673
08/12/2020;6,4;78
09/12/2020;9,1;134
10/12/2020;31,6;547
11/12/2020;13,1;202
12/12/2020;8;108
13/12/2020;22,4;386
14/12/2020;10,9;146
15/12/2020;9,7;143
16/12/2020;32,2;517
17/12/2020;37,3;677
18/12/2020;29;434
19/12/2020;17,6;289
20/12/2020;6,5;79
21/12/2020;9;173
22/12/2020;17,8;266
23/12/2020;15,8;204
24/12/2020;8,8;86
25/12/2020;10,6;131
26/12/2020;69,3;1.802
27/12/2020;31;582
28/12/2020;4,3;4
29/12/2020;14,9;90
31/12/2020;39,6;481
01/01/2021;37,5;758
02/01/2021;14,2;199
03/01/2021;16,9;283
04/01/2021;15,2;197
05/01/2021;29,2;500
06/01/2021;18,8;112
07/01/2021;24,6;307
08/01/2021;18;266
09/01/2021;55,1;1.242
10/01/2021;14,1;163
11/01/2021;43,7;484
12/01/2021;44,5;874
13/01/2021;96,1;2.400
14/01/2021;47,5;1.088
15/01/2021;102,9;2.676
16/01/2021;79,4;1.967
17/01/2021;49;901
18/01/2021;82,1;2.010
19/01/2021;76,9;1.598
20/01/2021;15,4;146
21/01/2021;42,7;637
22/01/2021;44,6;612
23/01/2021;23,2;409
24/01/2021;19,5;343
25/01/2021;42;618
26/01/2021;42,5;901
27/01/2021;75,7;1.522
28/01/2021;42,5;773
29/01/2021;7,4;46
30/01/2021;58;1.168
31/01/2021;13,1;138
01/02/2021;79,2;2.172
02/02/2021;59,6;1.295
03/02/2021;13,7;163
04/02/2021;47;667
05/02/2021;21,5;286
06/02/2021;21,9;318
07/02/2021;21,7;307
08/02/2021;65,1;1.219
09/02/2021;29,4;553
10/02/2021;19,8;410
11/02/2021;26,3;277
12/02/2021;120,3;3.188
13/02/2021;147,6;4.134
14/02/2021;146,4;4.132
15/02/2021;153,4;4.110
16/02/2021;133,9;3.581
17/02/2021;88,1;2.038
18/02/2021;95,5;2.345
19/02/2021;50,2;863
20/02/2021;107,9;2.495
21/02/2021;76,3;1.497
22/02/2021;125,2;3.432
23/02/2021;152,5;3.836
24/02/2021;142,5;3.449
25/02/2021;150,6;3.670
26/02/2021;163,2;4.058
27/02/2021;95,6;2.220
28/02/2021;177,2;4.500
01/03/2021;176,6;4.300
02/03/2021;176,4;4.315
03/03/2021;183,9;4.296
04/03/2021;157,5;3.839
05/03/2021;156,3;3.352
06/03/2021;195,2;4.813
07/03/2021;210,2;4.746
08/03/2021;182,1;4.290
09/03/2021;180;4.207
10/03/2021;173,6;4.138
11/03/2021;96,3;1.884
12/03/2021;19;343
13/03/2021;163;2.976
14/03/2021;17,4;329
15/03/2021;210,5;4.309
16/03/2021;181,8;4.025
17/03/2021;166,1;3.512
18/03/2021;189,3;4.019
19/03/2021;192,1;4.384
20/03/2021;116,2;2.090
21/03/2021;211;4.736
22/03/2021;98,4;2.194
23/03/2021;227,9;4.733
24/03/2021;235,4;5.050
25/03/2021;232,6;4.944
26/03/2021;231,4;4.812
27/03/2021;88,6;1.711
28/03/2021;55,1;928
