date;radiation;production
2021-11-27;21,1;367.0
2021-11-28;7,8;79.0
2021-11-29;50,5;1131.0
2021-11-30;67,2;1715.0
2021-12-01;19,5;288.0
2021-12-02;7,8;95.0
2021-12-03;39,4;576.0
2021-12-04;53;1273.0
2021-12-05;7,6;83.0
2021-12-06;28,5;373.0
2021-12-07;25,8;340.0
2021-12-08;38,7;718.0
2021-12-09;2,1;0.0
2021-12-10;28,5;4.0
2021-12-11;36,4;21.0
2021-12-12;37,4;29.0
2021-12-13;40,9;60.0
2021-12-14;33,6;94.0
2021-12-15;17,4;89.0
2021-12-16;22,9;240.0
2021-12-17;18,7;241.0
2021-12-18;23,1;324.0
2021-12-19;52,8;750.0
2021-12-20;71,3;1697.0
2021-12-21;30,7;588.0
2021-12-22;22,1;359.0
2021-12-23;39,6;745.0
2021-12-24;13,3;181.0
2021-12-25;12,5;188.0
2021-12-26;12,9;194.0
2021-12-27;29,4;485.0
2021-12-28;28,4;572.0
2021-12-29;18,9;342.0
2021-12-30;31,8;445.0
2021-12-31;39,1;530.0
2022-01-01;55;1022.0
2022-01-02;51,7;812.0
2022-01-03;16,1;224.0
2022-01-04;10,6;198.0
2022-01-05;36,2;608.0
2022-01-06;46,5;197.0
2022-01-07;64,8;683.0
2022-01-08;73,8;1101.0
2022-01-09;35,3;748.0
2022-01-10;84,2;2124.0
2022-01-11;88,8;2446.0
2022-01-12;84,3;2606.0
2022-01-13;97,3;2346.0
2022-01-14;86,2;2530.0
2022-01-15;84,4;2477.0
2022-01-16;39,6;570.0
2022-01-17;57,9;1147.0
2022-01-18;87,1;2674.0
2022-01-19;44,4;589.0
2022-01-20;51,5;1297.0
2022-01-21;87,2;2599.0
2022-01-22;111,8;3025.0
2022-01-23;75,4;2045.0
2022-01-24;10,8;164.0
2022-01-25;93,6;2934.0
2022-01-26;94,5;2831.0
2022-01-27;68,3;1459.0
2022-01-28;108,1;3152.0
2022-01-29;64,7;1330.0
2022-01-30;104,3;3244.0
2022-01-31;9,9;137.0
2022-02-01;80,9;1820.0
2022-02-02;100,1;2584.0
2022-02-03;74,7;1748.0
2022-02-04;65,5;1244.0
2022-02-05;93,5;2570.0
2022-02-06;38,1;731.0
2022-02-07;148,3;3010.0
2022-02-08;123,3;3331.0
2022-02-09;126,8;2702.0
2022-02-10;74,1;2431.0
2022-02-11;64;1518.0
2022-02-12;64,3;1137.0
2022-02-13;130,3;3755.0
2022-02-14;51,7;1086.0
2022-02-15;14,7;241.0
2022-02-16;60;1472.0
2022-02-17;94,9;1410.0
2022-02-18;89,9;2400.0
2022-02-19;12,6;175.0
2022-02-20;63,6;811.0
2022-02-21;17,6;236.0
2022-02-22;134,7;3241.0
2022-02-23;150,5;3905.0
2022-02-24;135,7;3580.0
2022-02-25;57,7;1784.0
2022-02-26;130,7;3274.0
2022-02-27;121,7;2609.0
2022-02-28;137,8;3502.0
2022-03-01;243,4;4534.0
2022-03-02;159;4246.0
2022-03-03;173,6;4361.0
2022-03-04;163,2;4015.0
2022-03-05;100,1;2162.0
2022-03-06;111,8;1604.0
2022-03-07;159,5;4031.0
2022-03-08;190,6;4734.0
2022-03-09;189,6;4651.0
2022-03-10;198,8;4630.0
2022-03-11;158,2;3724.0
2022-03-12;206,6;4955.0
2022-03-13;209,9;5010.0
2022-03-14;199;4736.0
2022-03-15;83,6;1570.0
2022-03-16;124,5;2554.0
2022-03-17;150,7;3161.0
2022-03-18;153,8;2825.0
2022-03-19;212,9;4718.0
2022-03-20;203,4;4585.0
2022-03-21;209,4;4967.0
2022-03-22;222,9;4843.0
2022-03-23;225,5;4784.0
2022-03-24;261,4;4860.0
2022-03-25;234;4604.0
2022-03-26;228,1;4574.0
2022-03-27;232,8;4559.0
2022-03-28;225,3;4579.0
2022-03-29;211,4;4324.0
2022-03-30;40,5;689.0
2022-03-31;43,3;786.0
2022-04-01;81,7;1262.0
2022-04-02;37,6;706.0
2022-04-03;197,7;4328.0
2022-04-04;162,7;3424.0
2022-04-05;248,7;5267.0
2022-04-06;250,8;5179.0
2022-04-07;2339,7;4852.0
2022-04-08;51,1;724.0
2022-04-09;31,1;511.0
2022-04-10;235,5;4570.0
2022-04-11;275;5538.0
2022-04-12;276;5497.0
2022-04-13;269,7;5239.0
2022-04-14;273,7;5190.0
2022-04-15;120,1;2326.0
2022-04-16;180,1;3016.0
2022-04-17;302;6014.0
2022-04-18;266,9;4667.0
2022-04-19;137,1;2669.0
2022-04-20;272,9;5096.0
2022-04-21;142;2784.0
2022-04-22;43;755.0
2022-04-23;134,1;2394.0
2022-04-24;187,7;3186.0
2022-04-25;199,6;3662.0
2022-04-26;149,1;2723.0
2022-04-27;232,4;3674.0
2022-04-28;277,1;4808.0
2022-04-29;311,5;5707.0
2022-04-30;298,5;5495.0
2022-05-01;124,9;2014.0
2022-05-02;223,3;4107.0
2022-05-03;261,5;4620.0
2022-05-04;301,2;5327.0
2022-05-05;218,9;3946.0
2022-05-06;84,2;1452.0
2022-05-07;69,8;1195.0
2022-05-08;206,7;3871.0
2022-05-09;227;4220.0
2022-05-10;284,7;5175.0
2022-05-11;320;5426.0
2022-05-12;323,4;5359.0
2022-05-13;281,5;4781.0
2022-05-14;247,7;4403.0
2022-05-15;320,5;5339.0
2022-05-16;298,1;5281.0
2022-05-17;258,3;4243.0
2022-05-18;325,8;5251.0
2022-05-19;341,7;5526.0
2022-05-20;323,7;5272.0
2022-05-21;256,1;4122.0
2022-05-22;302,2;4878.0
2022-05-23;190,5;3258.0
2022-05-24;273,9;4346.0
2022-05-25;246,2;3983.0
2022-05-26;234;4006.0
2022-05-27;315,4;4880.0
2022-05-28;33;505.0
2022-05-29;49,4;646.0
2022-05-31;290,1;4727.0
2022-06-01;329,5;5021.0
2022-06-02;306,6;4818.0
2022-06-03;205,7;3840.0
2022-06-04;341,3;5304.0
2022-06-05;;4508.0
2022-06-06;198;4864.0
2022-06-07;205,8;3557.0
2022-06-08;175,1;3233.0
2022-06-09;76,4;1256.0
2022-06-10;179,3;2598.0
2022-06-11;281,1;4571.0
2022-06-12;352,6;5395.0
2022-06-13;237,8;3712.0
2022-06-14;354,9;5614.0
2022-06-15;330,9;5248.0
2022-06-16;254,9;4108.0
2022-06-17;301,5;4504.0
2022-06-18;345,6;5357.0
2022-06-19;350,6;5317.0
2022-06-20;282,9;5584.0
2022-06-21;274,8;4451.0
2022-06-22;205,1;3446.0
2022-06-23;241,2;3962.0
2022-06-24;273;4542.0
2022-06-25;258,6;3860.0
2022-06-26;353,5;5410.0
2022-06-27;324,8;4956.0
2022-06-28;240,5;3982.0
2022-06-29;278,8;4094.0
2022-06-30;338,1;5122.0
2022-07-01;265,9;4456.0
2022-07-02;326,1;4913.0
2022-07-03;342,3;5173.0
2022-07-04;280,7;4315.0
2022-07-05;231,4;3553.0
2022-07-06;284,7;4632.0
2022-07-07;194,1;3346.0
2022-07-08;279,1;4453.0
2022-07-09;300,6;4483.0
2022-07-10;199,9;3283.0
2022-07-11;317,6;5347.0
2022-07-12;287,3;4372.0
2022-07-13;344,4;5378.0
2022-07-14;317,1;4859.0
2022-07-15;245,4;4300.0
2022-07-16;328,5;5198.0
2022-07-17;336,7;5435.0
2022-07-18;332,5;5231.0
2022-07-19;334,5;5186.0
2022-07-20;332,8;5118.0
2022-07-21;321,8;4900.0
2022-07-22;310,2;4793.0
2022-07-23;292,3;4537.0
2022-07-24;302,2;4902.0
2022-07-25;312,5;4861.0
2022-07-26;153,9;2418.0
2022-07-27;226,8;3908.0
2022-07-28;279,9;4892.0
2022-07-29;307,7;4980.0
2022-07-30;144,2;2176.0
2022-07-31;221;3704.0
2022-08-01;257,5;4327.0
2022-08-02;221,6;3713.0
2022-08-03;306,6;4771.0
2022-08-04;310,3;4943.0
2022-08-05;302,5;4776.0
2022-08-06;206,5;3325.0
2022-08-07;171,8;2530.0
2022-08-08;171,8;3025.0
2022-08-09;179;5059.0
2022-08-10;296,8;4636.0
2022-08-11;248,3;4604.0
2022-08-12;276;2971.0
2022-08-13;211;1577.0
2022-08-14;91,4;4843.0
2022-08-15;282,4;4610.0
2022-08-15;268,1;4272.0
2022-08-16;254,3;4994.0
2022-08-17;284,2;3563.0
2022-08-18;199;2887.0
2022-08-19;151,3;3845.0
2022-08-20;219,6;2934.0
2022-08-21;137,4;1788.0
2022-08-22;108,8;2329.0
2022-08-23;142,6;3907.0
2022-08-24;175,4;3913.0
2022-08-25;214,3;3933.0
2022-08-26;209,4;2572.0
2022-08-27;126,1;3449.0
2022-08-28;205,4;3449.0
2022-08-29;247,3;3482.0
2022-08-30;85,1;4259.0
2022-08-31;75,5;1454.0
2022-09-01;215,1;1130.0
2022-09-02;215,1;3838.0
2022-09-03;246,2;4590.0
2022-09-04;241,1;4416.0
2022-09-05;197,3;4666.0
2022-09-06;249,4;4411.0
2022-09-07;229,9;970.0
2022-09-08;56,1;1093.0
2022-09-09;60;3856.0
2022-09-10;189,4;3864.0
2022-09-11;204,3;2382.0
2022-09-12;237;4733.0
2022-09-13;239,3;4693.0
2022-09-14;102,7;1608.0
2022-09-15;42,2;761.0
2022-09-16;12,6;148.0
2022-09-17;30,3;446.0
2022-09-18;169,2;3181.0
2022-09-19;225,6;4726.0
2022-09-20;225,4;4614.0
2022-09-21;186,9;3642.0
2022-09-22;207;4274.0
2022-09-23;210,6;4436.0
2022-09-24;55,8;920.0
2022-09-25;23;324.0
2022-09-26;57,1;908.0
2022-09-27;40,8;666.0
2022-09-28;92,7;1649.0
2022-09-29;15,7;220.0
2022-09-30;93,1;1994.0
2022-10-01;135,7;2905.0
2022-10-02;124,9;2526.0
2022-10-03;142,8;3240.0
2022-10-04;158,9;3065.0
2022-10-05;164,4;3476.0
2022-10-06;162,4;3595.0
2022-10-07;123,2;3470.0
2022-10-08;46;2321.0
2022-10-09;143,4;798.0
2022-10-10;135,4;3202.0
2022-10-11;135,4;2612.0
2022-10-12;126,9;2874.0
2022-10-13;122,1;2492.0
2022-10-14;129,8;2918.0
2022-10-15;79,9;1363.0
2022-10-16;117,2;2675.0
2022-10-17;118,6;2515.0
2022-10-18;100,6;2234.0
2022-10-19;110,9;2450.0
2022-10-20;80;1464.0
2022-10-21;56,1;962.0
2022-10-22;6,8;42.0
2022-10-23;54,7;1261.0
2022-10-24;93,7;2018.0
2022-10-25;68,1;1480.0
2022-10-26;90,5;2035.0
2022-10-27;103,7;2400.0
2022-10-28;81,4;1962.0
2022-10-29;91,2;2108.0
2022-10-30;98,6;2530.0
2022-10-31;108,1;2827.0
2022-11-01;117,9;2982.0
2022-11-02;108,4;2759.0
2022-11-03;66,7;1070.0
2022-11-04;29,3;468.0
2022-11-05;63,6;1186.0
2022-11-06;70,4;1313.0
2022-11-07;109;3109.0
2022-11-08;83,3;2008.0
2022-11-09;11,2;121.0
2022-11-10;20,8;323.0
2022-11-11;59,6;1111.0
2022-11-12;61,3;1242.0
2022-11-13;62,1;1111.0
